,Transformation parameter epsilon,RMS CML PLM,Parameter A,Parameter gamma,Inverse parameter A,Inverse parameter gamma
334,0.9695726092802441,0.30017051886317087,7.853080616828014e-09,3.9065506740469838,3.4674527077930165e-07,3.9065506740469838
335,0.9723507542925085,0.30017136360450947,7.767661552324914e-09,3.9065666356154507,3.4672160795666265e-07,3.9065666356154507
336,0.9751288993047728,0.3001636856382581,7.691013730367716e-09,3.9063880452017954,3.469860141528477e-07,3.9063880452017954
337,0.9779070443170371,0.3001635672838659,7.608111510101063e-09,3.9063852054969703,3.4699021904533883e-07,3.9063852054969703
338,0.9806851893293014,0.3001697300531133,7.519365994194683e-09,3.906553123500016,3.467418707060926e-07,3.906553123500016
339,0.9834633343415657,0.3001691887285874,7.438376827379039e-09,3.906548639416556,3.4674859503182064e-07,3.906548639416556
340,0.98624147935383,0.3001686635154796,7.358254326761396e-09,3.9065443048113826,3.4675509583654526e-07,3.9065443048113826
341,0.9917977693783586,0.3001675810525773,7.2006026330137636e-09,3.9065352957852273,3.4676860527044396e-07,3.9065352957852273
342,0.994575914390623,0.30016706111530356,7.1230410299630115e-09,3.9065309822705117,3.4677507432272147e-07,3.9065309822705117
343,0.9973540594028872,0.3001665327667341,7.046318043608069e-09,3.906526588756787,3.467816629613133e-07,3.906526588756787
344,1.0001322044151515,0.300166016710107,6.970417706346192e-09,3.906522300846366,3.467880937236553e-07,3.906522300846366
345,1.0029103494274159,0.3001654899844017,6.895339292360432e-09,3.906517898470609,3.467946954543409e-07,3.906517898470609
346,1.0056884944396802,0.3001649683298871,6.821068005453955e-09,3.906513543183379,3.468012268006212e-07,3.906513543183379
347,1.0084666394519446,0.3001644442602558,6.747597855054234e-09,3.906509160455157,3.468077990465245e-07,3.906509160455157
348,1.0112447844642087,0.30016394510519123,6.674910867859688e-09,3.906505012746356,3.4681401994533455e-07,3.906505012746356
349,1.014022929476473,0.3001634317796544,6.603011870886039e-09,3.906500727472343,3.4682044646715583e-07,3.906500727472343
350,1.0168010744887375,0.3001629253544626,6.531885158102776e-09,3.9064965091401795,3.468267728135771e-07,3.9064965091401795
351,1.0195792195010018,0.30016241801659593,6.461525747495125e-09,3.9064922621690927,3.4683314195552665e-07,3.9064922621690927
352,1.022357364513266,0.3001568542831366,6.397332149574415e-09,3.906327925552273,3.4707613833885614e-07,3.906327925552273
353,1.0251355095255303,0.3001615001947033,6.323041389818737e-09,3.906484701159641,3.468444850301429e-07,3.906484701159641
354,1.0279136545377947,0.30016099172180827,6.254932804458489e-09,3.9064804300399536,3.4685089021251915e-07,3.9064804300399536
355,1.030691799550059,0.30016045738503894,6.187566447114945e-09,3.906475903173462,3.4685767777423704e-07,3.906475903173462
356,1.0334699445623232,0.3001599251438824,6.120925719701357e-09,3.906471378162828,3.4686446230500906e-07,3.906471378162828
357,1.0362480895745876,0.30015943407029505,6.054989923532565e-09,3.906467253034975,3.4687064892777213e-07,3.906467253034975
358,1.039026234586852,0.3001589432756128,5.989764400660373e-09,3.90646313212931,3.468768292403146e-07,3.90646313212931
359,1.0418043795991163,0.3001584569552785,5.925240607163548e-09,3.9064590435502677,3.4688296114844177e-07,3.9064590435502677
360,1.0445825246113805,0.30015797706423253,5.8614101228051945e-09,3.9064550152857835,3.4688900278666103e-07,3.9064550152857835
361,1.0473606696236448,0.3001574988275389,5.7982672242745e-09,3.906450992368421,3.468950364946288e-07,3.906450992368421
362,1.0501388146359092,0.30015701288158514,5.735807084131654e-09,3.906446890806229,3.469011876599241e-07,3.906446890806229
363,1.0529169596481736,0.3001565370842004,5.674017161785779e-09,3.906442879363464,3.4690720401570023e-07,3.906442879363464
364,1.0556951046604377,0.3001560584046129,5.6128937559525865e-09,3.9064388429882118,3.4691325765862236e-07,3.9064388429882118
365,1.058473249672702,0.30015558963837063,5.552426386076011e-09,3.906434891740435,3.469191838992491e-07,3.906434891740435
366,1.0612513946849664,0.3001551204397619,5.49261067103077e-09,3.9064309362619665,3.469251164444341e-07,3.9064309362619665
367,1.0640295396972308,0.30015465344081016,5.433439428865922e-09,3.9064269818930764,3.46931047263024e-07,3.9064269818930764
