,Transformation parameter epsilon,RMS myeloma PLM,Parameter A,Parameter gamma,Inverse parameter A,Inverse parameter gamma
245,0.5099731508624222,0.6274428510797447,3.9524281457832515e-08,4.24183046643058,3.4382570308308377e-07,4.24183046643058
246,0.5120546739271667,0.6274634650987946,3.930997121462653e-08,4.241119128962777,3.4486846374864147e-07,4.241119128962777
247,0.5141361969919114,0.6274842623570037,3.909679279330243e-08,4.240408575916493,3.4591323468145885e-07,4.240408575916493
248,0.5162177200566559,0.6275052418953412,3.8884740248917404e-08,4.2396988070042,3.46960015437835e-07,4.2396988070042
249,0.5182992431214005,0.6275264044707273,3.86738051127187e-08,4.238989835719499,3.4800878504423867e-07,4.238989835719499
250,0.5203807661861451,0.6275477702781804,3.8463978290392976e-08,4.23828167879916,3.490595164225385e-07,4.23828167879916
251,0.5224622892508897,0.6275693136152991,3.8255245023976144e-08,4.237574385840607,3.501121354529212e-07,4.237574385840607
252,0.5245438123156343,0.627591042917644,3.8047609190375686e-08,4.236867904272829,3.511667183497026e-07,4.236867904272829
253,0.5266253353803788,0.627612967422777,3.7841063501092196e-08,4.23616224215525,3.522232510517685e-07,4.23616224215525
254,0.5287068584451234,0.6276350400207498,3.763564376679809e-08,4.235457170701382,3.532820790683188e-07,4.235457170701382
255,0.530788381509868,0.6276573417856409,3.7431228495668414e-08,4.234753329383348,3.543422338206134e-07,4.234753329383348
256,0.5328699045746126,0.6276797995170662,3.722795314565608e-08,4.234049936243307,3.554048965622704e-07,4.234049936243307
257,0.5349514276393572,0.6277024552804524,3.702568208151218e-08,4.233347716328105,3.5646896690687193e-07,4.233347716328105
258,0.5370329507041017,0.6277252860418022,3.6824492225770125e-08,4.232646208781941,3.575351418545812e-07,4.232646208781941
259,0.5391144737688464,0.6277483046692647,3.66243489862709e-08,4.2319455766922465,3.586031712881645e-07,4.2319455766922465
260,0.5411959968335909,0.6277714930957689,3.642527057625207e-08,4.231245685766249,3.5967325960822133e-07,4.231245685766249
261,0.5432775198983355,0.6277948606726578,3.622722662387623e-08,4.230546677357426,3.607451882945791e-07,4.230546677357426
262,0.54535904296308,0.6278184084412565,3.603022893834157e-08,4.22984845259856,3.6181910711545714e-07,4.22984845259856
263,0.5474405660278246,0.6278421334725482,3.583426226666237e-08,4.229151068006178,3.6289492761951987e-07,4.229151068006178
264,0.5495220890925693,0.6278660329322883,3.5639314757980284e-08,4.228454561457396,3.639725890140087e-07,4.228454561457396
265,0.5516036121573138,0.6278901279097325,3.544533812887111e-08,4.227759184638842,3.6505169598021645e-07,4.227759184638842
266,0.5536851352220584,0.6279143820772171,3.52524168500701e-08,4.227064414241532,3.6613306094360317e-07,4.227064414241532
267,0.5557666582868029,0.627938804608183,3.506050212516839e-08,4.226370504102762,3.6721628725020496e-07,4.226370504102762
268,0.5578481813515476,0.6279634382986319,3.486955714622372e-08,4.225677640949129,3.6830107691088046e-07,4.225677640949129
269,0.5599297044162921,0.6279882138731394,3.4679632168895146e-08,4.224985498338809,3.69387942576543e-07,4.224985498338809
270,0.5620112274810367,0.6280131336809178,3.4490742540202156e-08,4.224293951003638,3.7047708149361773e-07,4.224293951003638
271,0.5640927505457813,0.62803829127167,3.430274325490897e-08,4.223603836857094,3.715671623636824e-07,4.223603836857094
272,0.5661742736105259,0.6280635619796503,3.41158153089663e-08,4.222914038965897,3.7265995586025894e-07,4.222914038965897
273,0.5682557966752705,0.6280890418785969,3.3929779905089465e-08,4.222225605963189,3.7375379088877347e-07,4.222225605963189
274,0.570337319740015,0.6281146783441041,3.374504156803952e-08,4.221536036085505,3.7485265847581843e-07,4.221536036085505
275,0.5724188428047596,0.6281404945013782,3.356065771369199e-08,4.220851075813307,3.7594737294373523e-07,4.220851075813307
276,0.5745003658695041,0.6281664730428878,3.3377535315143733e-08,4.220165134651409,3.770468658121431e-07,4.220165134651409
277,0.5765818889342488,0.6281926069787087,3.319537865956869e-08,4.219479994612311,3.7814828794657823e-07,4.219479994612311
278,0.5786634119989934,0.6282189337645849,3.3014143234487165e-08,4.218795901277267,3.7925123827077595e-07,4.218795901277267
279,0.5807449350637379,0.6282454003198353,3.2833870512649783e-08,4.2181125675206435,3.8035617991632544e-07,4.2181125675206435
280,0.5828264581284825,0.6282720478742316,3.2654518008757006e-08,4.217430228192984,3.814627272556114e-07,4.217430228192984
281,0.5849079811932271,0.6282988433224529,3.2476106718517376e-08,4.216748722177896,3.825711401740892e-07,4.216748722177896
282,0.5869895042579717,0.6283258205378255,3.229861558008588e-08,4.216068151659172,3.836812471283443e-07,4.216068151659172
283,0.5890710273227162,0.6283529272652492,3.212206453462688e-08,4.215388360694898,3.8479330303505415e-07,4.215388360694898
284,0.5911525503874608,0.6283802420232695,3.1946388077171635e-08,4.214709737090858,3.859066633487367e-07,4.214709737090858
285,0.5932340734522055,0.628407691105711,3.1771649807734985e-08,4.21403184497562,3.8702204441572407e-07,4.21403184497562
286,0.59531559651695,0.6284353101739014,3.159779913455733e-08,4.213354979917786,3.881389537507246e-07,4.213354979917786
287,0.5973971195816946,0.6284630903256732,3.1424857700413724e-08,4.212678972293311,3.8925766802558743e-07,4.212678972293311
288,0.5994786426464391,0.6284910048909046,3.125283108271318e-08,4.212003755380257,3.9037829681652377e-07,4.212003755380257
289,0.6015601657111838,0.6285190961022175,3.108167212201413e-08,4.211329607910699,3.915003703592415e-07,4.211329607910699
290,0.6036416887759283,0.6285473655394231,3.0911381394373826e-08,4.21065649839007,3.926239350793983e-07,4.21065649839007
291,0.6057232118406729,0.6285757680362597,3.0741987429396005e-08,4.209984209586613,3.937493526698707e-07,4.209984209586613
292,0.6078047349054175,0.6286042815929611,3.057375510572709e-08,4.209310932432098,3.9487966782888517e-07,4.209310932432098
293,0.609886257970162,0.628633047951522,3.0405824459632196e-08,4.208642406612218,3.9600520401909284e-07,4.208642406612218
294,0.6119677810349067,0.6286619089800761,3.023904882120528e-08,4.207972878161131,3.9713565453213673e-07,4.207972878161131
295,0.6140493040996512,0.628690932654028,3.007312991930253e-08,4.2073043189313415,3.9826769055464386e-07,4.2073043189313415
296,0.6161308271643958,0.6287200924339711,2.9908110760441246e-08,4.206636405959851,3.9940185877386884e-07,4.206636405959851
297,0.6182123502291403,0.6287494393858876,2.9743849653264512e-08,4.205970079350952,4.0053655030274963e-07,4.205970079350952
298,0.620293873293885,0.6287789189735439,2.9580486860749197e-08,4.205304350385723,4.016734480181627e-07,4.205304350385723
299,0.6223753963586296,0.6288085234941659,2.941817602537791e-08,4.204638115677144,4.0281444805801777e-07,4.204638115677144
300,0.6244569194233741,0.6288383130379561,2.9256292292520196e-08,4.20397569049503,4.0395212993136165e-07,4.20397569049503
301,0.6265384424881187,0.6288682494673286,2.9095430689390836e-08,4.203312909063444,4.0509364564775243e-07,4.203312909063444
302,0.6286199655528633,0.6288983155386345,2.8935413946753246e-08,4.202650974433892,4.062369263338935e-07,4.202650974433892
303,0.6307014886176079,0.6289285393473253,2.8776210672351e-08,4.201990077711998,4.073816351707985e-07,4.201990077711998
304,0.6327830116823524,0.6289588275532265,2.8618187810470325e-08,4.2013275754562756,4.0853237698873913e-07,4.2013275754562756
305,0.634864534747097,0.6289894161227169,2.8460273801137197e-08,4.200671076605812,4.096758764670326e-07,4.200671076605812
306,0.6369460578118417,0.6290200677962594,2.83035244154086e-08,4.200013026516533,4.1082530461563667e-07,4.200013026516533
307,0.6390275808765862,0.6290508655320391,2.81475848361907e-08,4.199355925391768,4.119762956730422e-07,4.199355925391768
308,0.6411091039413308,0.6290818024443713,2.799244426912178e-08,4.198699822548297,4.131287580396624e-07,4.198699822548297
309,0.6431906270060753,0.6291128884293066,2.783809926402406e-08,4.198044714332209,4.1428269194355997e-07,4.198044714332209
310,0.64527215007082,0.6291441006987167,2.7684559134501025e-08,4.197390504154389,4.1543826411639415e-07,4.197390504154389
311,0.6473536731355645,0.6291754732528729,2.7531790899505712e-08,4.196737404680086,4.1659509038490796e-07,4.196737404680086
312,0.6494351962003091,0.6292069744068979,2.7379819852284955e-08,4.196085201899698,4.1775354637642747e-07,4.196085201899698
313,0.6515167192650537,0.6292386184650608,2.722862686148918e-08,4.195434008115898,4.1891342634004786e-07,4.195434008115898
314,0.6535982423297982,0.6292703963273513,2.7078211712688566e-08,4.194783796625002,4.200747724578348e-07,4.194783796625002
