,Transformation parameter epsilon,RMS myeloma IM-III,Parameter A,Parameter tau,Parameter C,Parameter alpha,Inverse parameter A,Inverse parameter gamma,Inverse parameter C,Inverse parameter alpha
62,0.24835588649461077,0.24835588649461077,0.07189264974085877,17.386125274200165,0.9983758922597764,0.12749278594294636,0.07189264974085877,17.386125274200165,0.9984484660862112,0.12749278594294636
63,0.2482404088364719,0.2482404088364719,0.07402456743016599,17.609645753828918,0.9983267072814446,0.127481713003847,0.07402456743016599,17.609645753828918,0.9984024244079942,0.127481713003847
64,0.24323587305182276,0.24323587305182276,0.042079068073351704,13.288750258316563,0.9990474841426723,0.12775114130323623,0.042079068073351704,13.288750258316563,0.999092000070826,0.12775114130323623
65,0.24479928516372446,0.24479928516372446,0.05075885712289751,14.730375366971684,0.9988504984188705,0.12768167890775584,0.05075885712289751,14.730375366971684,0.9989046746650025,0.12768167890775584
66,0.24238606026584195,0.24238606026584195,0.03859684444111088,12.62525549457254,0.999125120622462,0.1277829803002129,0.03859684444111088,12.62525549457254,0.999167182213323,0.1277829803002129
67,0.24419813596091008,0.24419813596091008,0.05257678650255857,15.002092813039361,0.9988078149716577,0.12767875892509714,0.05257678650255857,15.002092813039361,0.9988654365940418,0.12767875892509714
68,0.24294725875284623,0.24294725875284623,0.043240032498451694,13.503778909268014,0.9990186917617933,0.12775657281056904,0.043240032498451694,13.503778909268014,0.9990669950819833,0.12775657281056904
69,0.24229263807522866,0.24229263807522866,0.04228181126196671,13.332173746151602,0.9990397938588789,0.12776953976820732,0.04228181126196671,13.332173746151602,0.9990876846418365,0.12776953976820732
70,0.24179962468456306,0.24179962468456306,0.04089760867858574,13.07915963528931,0.9990705842677713,0.1277889778728965,0.04089760867858574,13.07915963528931,0.999117572882298,0.1277889778728965
71,0.24455571297804968,0.24455571297804968,0.05747588948150972,15.691640006912001,0.9986934739825561,0.12765832126346705,0.05747588948150972,15.691640006912001,0.9987597227838175,0.12765832126346705
72,0.2440374155576947,0.2440374155576947,0.0566320883157505,15.579486890779116,0.9987117924728078,0.12767060187668822,0.0566320883157505,15.579486890779116,0.9987779452183384,0.12767060187668822
73,0.24775874746532373,0.24775874746532373,0.07970388367639554,18.189457530393106,0.998186708220939,0.12749144372603463,0.07970388367639554,18.189457530393106,0.9982797401146383,0.12749144372603463
74,0.2409827963224966,0.2409827963224966,0.04032716457234793,12.97855101731983,0.999081157688406,0.12781335654095588,0.04032716457234793,12.97855101731983,0.9991299496818592,0.12781335654095588
75,0.24266449172537796,0.24266449172537796,0.05133645234803724,14.833583058781327,0.9988298357365355,0.1277298922718185,0.05133645234803724,14.833583058781327,0.9988923187139815,0.1277298922718185
76,0.24184775626056795,0.24184775626056795,0.04729936115934595,14.207917451097316,0.9989210615210021,0.1277683442970489,0.04729936115934595,14.207917451097316,0.9989794898856978,0.1277683442970489
77,0.23901381701687177,0.23901381701687177,0.033716377156579685,11.609683808220765,0.9992296753626674,0.1278904230741257,0.033716377156579685,11.609683808220765,0.9992726982511781,0.1278904230741257
78,0.239671818620789,0.239671818620789,0.039107925208731194,12.750165508564761,0.9991060422785002,0.12784554140593102,0.039107925208731194,12.750165508564761,0.999156353418605,0.12784554140593102
79,0.24116266157266322,0.24116266157266322,0.04795578278784715,14.321366867994737,0.9989032703835656,0.12778457967861742,0.04795578278784715,14.321366867994737,0.9989653971117715,0.12778457967861742
80,0.24122610710913758,0.24122610710913758,0.05106624943961332,14.804064780945184,0.9988314569466177,0.12776539246323884,0.05106624943961332,14.804064780945184,0.9988982582768852,0.12776539246323884
81,0.241270213848814,0.241270213848814,0.05227799310904122,14.98418916232193,0.9988030028519621,0.12775753998937123,0.05227799310904122,14.98418916232193,0.9988721150216603,0.12775753998937123
82,0.2434220392243843,0.2434220392243843,0.06379265319606557,16.51143438924808,0.9985387398742399,0.1276754189129464,0.06379265319606557,16.51143438924808,0.9986235062396555,0.1276754189129464
83,0.24144913180119187,0.24144913180119187,0.05615404601505758,15.536477599511674,0.9987126853449219,0.1277406708670092,0.05615404601505758,15.536477599511674,0.9987884683921044,0.1277406708670092
84,0.23790279789875185,0.23790279789875185,0.03543489857221837,12.006720295009254,0.999186793737005,0.12791196143809128,0.03543489857221837,12.006720295009254,0.9992357627950299,0.12791196143809128
85,0.2364388668651628,0.2364388668651628,0.0324226146793514,11.319872598729667,0.999255411253244,0.12793729988468144,0.0324226146793514,11.319872598729667,0.9993007659067337,0.12793729988468144
86,0.24372274074131822,0.24372274074131822,0.06786568700590975,16.992059444301557,0.9984415635983375,0.1276643844537614,0.06786568700590975,16.992059444301557,0.9985356305040892,0.1276643844537614
87,0.2415459372710762,0.2415459372710762,0.05933111923910292,15.965281739004045,0.9986364480599479,0.12773506091715436,0.05933111923910292,15.965281739004045,0.9987199672541776,0.12773506091715436
88,0.24385995243742362,0.24385995243742362,0.07383828512240256,17.635894242587707,0.9983024364237572,0.12762832223073978,0.07383828512240256,17.635894242587707,0.9984066160564167,0.12762832223073978
89,0.23576014755439606,0.23576014755439606,0.03112097462551986,11.018434715878392,0.9992834347503763,0.12797651385938796,0.03112097462551986,11.018434715878392,0.9993289641776714,0.12797651385938796
90,0.23592116975535654,0.23592116975535654,0.03624706154021106,12.18939674691051,0.9991649782595555,0.12793497068102255,0.03624706154021106,12.18939674691051,0.9992183635808509,0.12793497068102255
91,0.23796857856312809,0.23796857856312809,0.04824475837745325,14.389286887518281,0.9988881295084298,0.12784917288550937,0.04824475837745325,14.389286887518281,0.9989594457156981,0.12784917288550937
92,0.23647937234934657,0.23647937234934657,0.041687870402897946,13.269010096062031,0.9990385146196075,0.12790338288048492,0.041687870402897946,13.269010096062031,0.9991010036308077,0.12790338288048492
93,0.23754368079710367,0.23754368079710367,0.047676817629243834,14.301299858809598,0.9988998179953094,0.1278605630883703,0.047676817629243834,14.301299858809598,0.9989717649532773,0.1278605630883703
94,0.23648999160041748,0.23648999160041748,0.044736104127562494,13.816215355866204,0.9989663101735455,0.12789278300829005,0.044736104127562494,13.816215355866204,0.9990353042863332,0.12789278300829005
95,0.23560758837796825,0.23560758837796825,0.042114551412896765,13.357524659137201,0.9990261917773688,0.12792586575174233,0.042114551412896765,13.357524659137201,0.9990919265432133,0.12792586575174233
96,0.23409846643705864,0.23409846643705864,0.036122202988934204,12.17800720427389,0.9991641376919972,0.1279747530878489,0.036122202988934204,12.17800720427389,0.9992212599203687,0.1279747530878489
97,0.23609055313764138,0.23609055313764138,0.04372699256407853,13.646650921031688,0.9989877018337994,0.12791079119566268,0.04372699256407853,13.646650921031688,0.9990571902173422,0.12791079119566268
98,0.23492620373080186,0.23492620373080186,0.039223838689432744,12.812515118615911,0.999091306026054,0.12794846270736182,0.039223838689432744,12.812515118615911,0.9991543948826563,0.12794846270736182
99,0.2365743735369818,0.2365743735369818,0.051424585818286635,14.894067732859058,0.9988081404912145,0.12786724405647215,0.051424585818286635,14.894067732859058,0.9988910912872487,0.12786724405647215
100,0.24029737895178388,0.24029737895178388,0.06831768938133886,17.068667947012617,0.998416103029442,0.12774236174922635,0.06831768938133886,17.068667947012617,0.9985263068455638,0.12774236174922635
101,0.2370908523889621,0.2370908523889621,0.056667787869574944,15.64316225883865,0.9986850626806468,0.12784279928476044,0.056667787869574944,15.64316225883865,0.9987779735834845,0.12784279928476044
102,0.2325097121926038,0.2325097121926038,0.03335134529242335,11.576960416128134,0.9992252958366399,0.12802408804278673,0.03335134529242335,11.576960416128134,0.9992812364622978,0.12802408804278673
103,0.23155888133531632,0.23155888133531632,0.030718282970513027,10.944762214629181,0.9992859752232497,0.1280490757988384,0.030718282970513027,10.944762214629181,0.999338051623062,0.1280490757988384
104,0.23425882931110123,0.23425882931110123,0.04807595700265573,14.38669468237516,0.9988821586514144,0.1279201148644437,0.04807595700265573,14.38669468237516,0.9989635603238249,0.1279201148644437
105,0.23380160042100848,0.23380160042100848,0.04649977418887402,14.134641121536708,0.998918089460467,0.12793943715121203,0.04649977418887402,14.134641121536708,0.9989976335083554,0.12793943715121203
106,0.2353747270085608,0.2353747270085608,0.053998497831133446,15.282486154067104,0.9987429997295932,0.1278863128006235,0.053998497831133446,15.282486154067104,0.9988358136331164,0.1278863128006235
107,0.2383388407148884,0.2383388407148884,0.06962953158599615,17.22526784723334,0.9983785598681095,0.1277728234505665,0.06962953158599615,17.22526784723334,0.9984982364172597,0.1277728234505665
108,0.22954210468249506,0.22954210468249506,0.03226646081777282,11.329636820533668,0.9992476568897745,0.12806216553969427,0.03226646081777282,11.329636820533668,0.9993047990402909,0.12806216553969427
109,0.2318560234874712,0.2318560234874712,0.04357832497155981,13.642839926072407,0.9989834694130328,0.12798072647991635,0.04357832497155981,13.642839926072407,0.9990608292314223,0.12798072647991635
